tags,owner,is_answered,view_count,down_vote_count,up_vote_count,answer_count,score,last_activity_date,creation_date,question_id,link,title,last_edit_date,accepted_answer_id,protected_date,closed_date,closed_reason,bounty_amount,bounty_closes_date
"['python', 'machine-learning', 'artificial-intelligence']","{'account_id': 25839902, 'reputation': 1, 'user_id': 19575624, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AFdZucoFSikazM0hxmiA0ivEOiGzhNUAgEyabyrCEhGC=k-s256', 'display_name': 'MIXEM', 'link': 'https://stackoverflow.com/users/19575624/mixem'}",False,18,5,0,0,-5,1658199341,1658199341,73030617,https://stackoverflow.com/questions/73030617/will-i-need-these-courses-to-be-an-ai-programmer,Will i need these courses to be an ai programmer?,,,,1658199628.0,Opinion-based,,
"['python', 'tensorflow', 'machine-learning', 'google-colaboratory', 'tensorflow-federated']","{'account_id': 4354157, 'reputation': 11, 'user_id': 14073151, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gja94Yjl_JofaYscN42gFyy3Za2mSDFEBKLaMT3DQ=k-s256', 'display_name': 'LazyCoder', 'link': 'https://stackoverflow.com/users/14073151/lazycoder'}",False,19,0,1,1,1,1658197448,1658003233,73007445,https://stackoverflow.com/questions/73007445/tensorflow-federated-learning-giving-error-in-colab,Tensorflow federated-learning giving error in colab,1658197448.0,,,,,,
"['python', 'tensorflow', 'pytorch']","{'account_id': 19326312, 'reputation': 111, 'user_id': 14128879, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d3e1ddbb34c55d8eb86b8ece74109748?s=256&d=identicon&r=PG&f=1', 'display_name': 'Leo', 'link': 'https://stackoverflow.com/users/14128879/leo'}",False,30,2,0,0,-2,1658196425,1658177772,73028538,https://stackoverflow.com/questions/73028538/how-to-translate-following-tensorflow-codes-to-pytorch,How to translate following tensorflow codes to pytorch,1658196425.0,,,,,,
"['python', 'tensorflow', 'google-colaboratory']","{'account_id': 23616526, 'reputation': 5, 'user_id': 17650539, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ecce3b63b821437ad026bb615016bd84?s=256&d=identicon&r=PG', 'display_name': 'MiltaruyOne', 'link': 'https://stackoverflow.com/users/17650539/miltaruyone'}",False,34,0,0,0,0,1658191255,1658190566,73029902,https://stackoverflow.com/questions/73029902/how-to-install-pix2pix-tensorflow-in-colab,How to install pix2pix-tensorflow in colab,1658191255.0,,,,,,
"['tensorflow', 'intel', 'avx512', 'intel-tensorflow']","{'account_id': 12827186, 'reputation': 377, 'user_id': 9279753, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1813102462034675/picture?type=large', 'display_name': 'Jose Vega', 'link': 'https://stackoverflow.com/users/9279753/jose-vega'}",False,15,0,1,0,1,1658191203,1658191203,73029954,https://stackoverflow.com/questions/73029954/avx512-not-showing-on-intel-tensorflow,AVX512 not showing on Intel Tensorflow,,,,,,,
"['python', 'tensorflow', 'pickle']","{'account_id': 4904316, 'reputation': 325, 'user_id': 3951468, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'Drivebyluna', 'link': 'https://stackoverflow.com/users/3951468/drivebyluna'}",False,9,0,0,0,0,1658190001,1658190001,73029852,https://stackoverflow.com/questions/73029852/accessing-universal-sentence-encoder-training-vocabulary,Accessing Universal-Sentence-encoder training vocabulary,,,,,,,
"['python', 'c++', 'python-3.x', 'tensorflow', 'tensorflow-xla']","{'account_id': 21060498, 'reputation': 1, 'user_id': 15478990, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GibuRpwS5rdlS3OebeUBboRFFy0FmRFWRu9N26A=k-s256', 'display_name': 'Jueon Park', 'link': 'https://stackoverflow.com/users/15478990/jueon-park'}",True,49,0,0,1,0,1658187494,1640851574,70528950,https://stackoverflow.com/questions/70528950/modifying-tensorflow-code-especially-xla-yet-building-tf-emits-the-following-e,"Modifying TensorFlow code, especially XLA, yet building TF emits the following error",,73029658.0,,,,,
"['python', 'tensorflow', 'machine-learning', 'keras', 'deep-learning']","{'account_id': 3910809, 'reputation': 1457, 'user_id': 3236215, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/wzVbH.jpg?s=256&g=1', 'display_name': 'IVR', 'link': 'https://stackoverflow.com/users/3236215/ivr'}",False,66,0,1,1,1,1658187299,1657862321,72989336,https://stackoverflow.com/questions/72989336/loading-model-weights-in-tensorflow-changes-order-of-predicted-classes,Loading model weights in tensorflow changes order of predicted classes,1658114335.0,,,,,200.0,1658719083.0
"['python', 'tensorflow', 'keras', 'conv-neural-network', 'transfer-learning']","{'account_id': 14219858, 'reputation': 194, 'user_id': 10272521, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8d536e18865edd862d8002def648777f?s=256&d=identicon&r=PG&f=1', 'display_name': 'xnok', 'link': 'https://stackoverflow.com/users/10272521/xnok'}",False,17,0,0,0,0,1658186717,1658186717,73029592,https://stackoverflow.com/questions/73029592/transfer-learning-from-a-custom-model-trained-with-different-image-sizes,Transfer learning from a custom model trained with different image sizes,,,,,,,
"['python', 'tensorflow', 'concatenation', 'text-classification', 'image-classification']","{'account_id': 16447285, 'reputation': 449, 'user_id': 12035877, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2362150440722746/picture?type=large', 'display_name': 'Jos&#233; Chamorro', 'link': 'https://stackoverflow.com/users/12035877/jos%c3%a9-chamorro'}",True,41,0,0,1,0,1658186030,1658170038,73027195,https://stackoverflow.com/questions/73027195/merging-text-and-image-keras-layers-not-working,Merging text and image keras layers not working,1658182988.0,73029535.0,,,,,
"['python', 'tensorflow', 'keras', 'deep-learning', 'neural-network']","{'account_id': 25559450, 'reputation': 1, 'user_id': 19342310, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiobL758DlGxcOgH4PXFS-i-3sNFrIelLKX5mNC=k-s256', 'display_name': 'Matthew Fernandez', 'link': 'https://stackoverflow.com/users/19342310/matthew-fernandez'}",False,33,0,0,0,0,1658180957,1658180957,73028980,https://stackoverflow.com/questions/73028980/cnn-accuracy-0-0000e00-for-multi-classification-on-images,CNN accuracy: 0.0000e+00 for multi-classification on images,,,,,,,
"['python', 'python-3.x', 'tensorflow', 'keras', 'tensorflow2.0']","{'account_id': 13588279, 'reputation': 33, 'user_id': 9802381, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=256', 'display_name': 'Jalex Dai', 'link': 'https://stackoverflow.com/users/9802381/jalex-dai'}",False,21,0,0,0,0,1658180777,1658178580,73028665,https://stackoverflow.com/questions/73028665/after-using-directml-keras-recognizes-amd-gpus-but-runs-into-this-error-in-non,"After using directml, keras recognizes AMD GPUs but runs into this error in non-directml keras",1658180777.0,,,,,,
"['python', 'tensorflow', 'keras', 'lstm', 'recurrent-neural-network']","{'account_id': 10075812, 'reputation': 463, 'user_id': 7447976, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/17ccac13d897d11c8be9dba8d01fc7c8?s=256&d=identicon&r=PG&f=1', 'display_name': 'sergey_208', 'link': 'https://stackoverflow.com/users/7447976/sergey-208'}",False,38,0,0,1,0,1658180262,1658004564,73007576,https://stackoverflow.com/questions/73007576/valueerror-issue-when-using-lstm-layer-in-tensorflow,ValueError issue when using LSTM layer in tensorflow,1658150282.0,,,,,,
"['python', 'tensorflow', 'keras', 'reinforcement-learning', 'reward']","{'account_id': 10346646, 'reputation': 25, 'user_id': 7631394, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-ScPwMQoDNwY/AAAAAAAAAAI/AAAAAAAAScE/Si3DfheZd5Y/photo.jpg?sz=256', 'display_name': 'Joshua Attridge', 'link': 'https://stackoverflow.com/users/7631394/joshua-attridge'}",False,87,0,1,2,1,1658174896,1649241318,71765214,https://stackoverflow.com/questions/71765214/reinforcement-learning-does-nothing-when-using-test-forex-data,Reinforcement learning does nothing when using test forex data,1649249004.0,,,,,,
"['python', 'tensorflow', 'machine-learning', 'keras', 'deep-learning']","{'account_id': 25811775, 'reputation': 1, 'user_id': 19552410, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cb928752a0181482bd7f00b114616554?s=256&d=identicon&r=PG', 'display_name': 'Opulence', 'link': 'https://stackoverflow.com/users/19552410/opulence'}",False,33,2,0,1,-2,1658174721,1657838722,72987382,https://stackoverflow.com/questions/72987382/after-defining-the-callback-function-this-is-the-outcome-that-i-got-what-am-i,"After defining the callback function, this is the outcome that I got. What am I missing out?",1657874025.0,,,,,,
"['python', 'tensorflow', 'virtual-environment']","{'account_id': 23827730, 'reputation': 41, 'user_id': 17834500, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwrq4mTkBzRL4_MqVd7ar_1HORwASjouGSJIn7N=k-s256', 'display_name': 'Inkyu Kim', 'link': 'https://stackoverflow.com/users/17834500/inkyu-kim'}",False,17,0,0,0,0,1658170823,1658170823,73027326,https://stackoverflow.com/questions/73027326/how-to-import-a-module-once-i-have-installed-the-module-on-a-virtual-environment,How to import a module once I have installed the module on a virtual environment - TensorFlow,,,,,,,
"['python', 'tensorflow', 'keras', 'conv-neural-network']","{'account_id': 25711842, 'reputation': 1, 'user_id': 19470234, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxO273yLqE8Sq5RvxYyFfUqiKHMqLR7GOI4wdNL=k-s256', 'display_name': 'Mark Shteyn', 'link': 'https://stackoverflow.com/users/19470234/mark-shteyn'}",False,31,0,0,1,0,1658170792,1656817601,72843679,https://stackoverflow.com/questions/72843679/input-to-reshape-is-a-tensor-with-984064-values-but-the-requested-shape-require,"Input to reshape is a tensor with 984064 values, but the requested shape requires a multiple of 1568",1656826686.0,,,,,,
"['python', 'tensorflow', 'keras', 'deep-learning']","{'account_id': 23236457, 'reputation': 31, 'user_id': 17326410, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ae5d2b16accaaddaeca2fe09918ad617?s=256&d=identicon&r=PG&f=1', 'display_name': 'Code_B', 'link': 'https://stackoverflow.com/users/17326410/code-b'}",False,1258,0,2,3,2,1658169643,1636338268,69878085,https://stackoverflow.com/questions/69878085/keras-using-dice-coefficient-loss-function-val-loss-is-not-improving,"Keras: Using Dice coefficient Loss Function, val loss is not improving",,,,,,,
"['python', 'tensorflow', 'keras']","{'account_id': 21673977, 'reputation': 299, 'user_id': 15991222, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyFV9y1rMW5J4Mq0Kffv_wLkvqPS9678-dBW-9B=k-s256', 'display_name': 'rayan', 'link': 'https://stackoverflow.com/users/15991222/rayan'}",False,32,0,0,0,0,1658169525,1658168076,73026820,https://stackoverflow.com/questions/73026820/how-to-solve-logits-and-labels-must-have-the-same-first-dimension-in-semantic-se,how to solve logits and labels must have the same first dimension in semantic segmentation?,1658169525.0,,,,,,
"['python', 'tensorflow', 'keras', 'conv-neural-network', 'learning-rate']","{'account_id': 24515569, 'reputation': 1, 'user_id': 18429383, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/37cecb5ab1f145b5e5c0346c0c77a110?s=256&d=identicon&r=PG', 'display_name': 'Davi6202', 'link': 'https://stackoverflow.com/users/18429383/davi6202'}",False,91,0,0,0,0,1658168248,1646916944,71424501,https://stackoverflow.com/questions/71424501/the-nadam-optimizer-does-not-support-tf-keras-optimizers-learningrateschedules-a,The Nadam optimizer does not support tf.keras.optimizers.LearningRateSchedules as the learning rate,,,,,,,
"['python', 'multithreading', 'tensorflow']","{'account_id': 15327100, 'reputation': 1120, 'user_id': 11057932, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f5d039c088fc88ebab22933c40004e02?s=256&d=identicon&r=PG&f=1', 'display_name': 'David', 'link': 'https://stackoverflow.com/users/11057932/david'}",False,14,0,0,0,0,1658168235,1658168235,73026852,https://stackoverflow.com/questions/73026852/are-tensorflow-tensors-thread-safe,Are TensorFlow tensors thread-safe?,,,,,,,
"['python', 'numpy', 'tensorflow', 'numpy-ndarray', 'tf-idf']","{'account_id': 25607418, 'reputation': 35, 'user_id': 19381301, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyRaYRitB0pReM1bvHYIz8U1jzIhiKL_QigR18r=k-s256', 'display_name': 'ForeverLearner', 'link': 'https://stackoverflow.com/users/19381301/foreverlearner'}",False,13,0,0,0,0,1658168193,1658168193,73026841,https://stackoverflow.com/questions/73026841/concatenate-tfidf-vector-arrays-to-feed-machine-learning-model,concatenate tfidf vector arrays to feed machine learning model,,,,,,,
"['python', 'tensorflow', 'machine-learning', 'keras', 'deep-learning']","{'account_id': 13587798, 'reputation': 700, 'user_id': 9802019, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-xmU7l1vySes/AAAAAAAAAAI/AAAAAAAAC1E/Z67CZflmWts/photo.jpg?sz=256', 'display_name': 'Reda El Hail', 'link': 'https://stackoverflow.com/users/9802019/reda-el-hail'}",True,18394,0,20,8,20,1658166758,1588174684,61505749,https://stackoverflow.com/questions/61505749/tensorflowcan-save-best-model-only-with-val-acc-available-skipping,"tensorflow:Can save best model only with val_acc available, skipping",1642493730.0,61510447.0,,,,,
"['python', 'tensorflow']","{'account_id': 18468380, 'reputation': 59, 'user_id': 13453938, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c6bfb87c8f3a563817017ba08b4a9dcf?s=256&d=identicon&r=PG&f=1', 'display_name': 'thaingi', 'link': 'https://stackoverflow.com/users/13453938/thaingi'}",False,13,0,0,1,0,1658166126,1658165882,73026407,https://stackoverflow.com/questions/73026407/how-can-i-solve-this-tensorflow-using-and-installing-error,How can I solve this Tensorflow using and installing Error?,,,,,,,
"['python', 'tensorflow', 'keras', 'deep-learning', 'conv-neural-network']","{'account_id': 25129752, 'reputation': 1, 'user_id': 18977142, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgXsqnYUjrPo2rQzBGutjnAqewNSL1VXeLbUfXZ0A=k-s256', 'display_name': 'VinHsu', 'link': 'https://stackoverflow.com/users/18977142/vinhsu'}",False,16,0,0,0,0,1658166011,1658166011,73026432,https://stackoverflow.com/questions/73026432/how-to-use-3-trained-keras-models-h5-to-make-voting-predictions,How to use 3 trained Keras models(.h5) to make voting predictions?,,,,,,,
"['python', 'tensorflow', 'keras']","{'account_id': 12472041, 'reputation': 520, 'user_id': 9079812, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4c793a79ef7652f31abd64a5e81cf9cf?s=256&d=identicon&r=PG&f=1', 'display_name': 'Francesco Cariaggi', 'link': 'https://stackoverflow.com/users/9079812/francesco-cariaggi'}",False,17,0,0,0,0,1658164534,1658164534,73026160,https://stackoverflow.com/questions/73026160/make-input-size-of-keras-model-fixed,Make input size of Keras model fixed,,,,,,,
"['python', 'tensorflow', 'keras', 'tf.keras', 'keras-2']","{'account_id': 1678040, 'reputation': 3723, 'user_id': 1543083, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://i.stack.imgur.com/NQsV2.jpg?s=256&g=1', 'display_name': 'Ruben Kazumov', 'link': 'https://stackoverflow.com/users/1543083/ruben-kazumov'}",True,4079,0,7,4,7,1658164126,1571412038,58453793,https://stackoverflow.com/questions/58453793/the-clear-session-method-of-keras-backend-does-not-clean-up-the-fitting-data,The clear_session() method of keras.backend does not clean up the fitting data,1571412439.0,58467266.0,,,,,
"['python', 'telegram', 'telegram-bot']","{'account_id': 25617966, 'reputation': 39, 'user_id': 19390294, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/BGHOT.jpg?s=256&g=1', 'display_name': 'Zaur', 'link': 'https://stackoverflow.com/users/19390294/zaur'}",False,32,3,0,0,-3,1658163801,1658163315,73025939,https://stackoverflow.com/questions/73025939/what-are-limitations-of-telagrambotapi-vs-python-telegram-bot,What are limitations of TelagramBotAPI vs python-telegram-bot?,1658163801.0,,,1658167003.0,Opinion-based,,
"['python', 'tensorflow', 'keras']","{'account_id': 4518980, 'reputation': 3860, 'user_id': 3672883, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/bOBrL.png?s=256&g=1', 'display_name': 'Tlaloc-ES', 'link': 'https://stackoverflow.com/users/3672883/tlaloc-es'}",True,14950,0,3,5,3,1658163489,1599311696,63754311,https://stackoverflow.com/questions/63754311/unidentifiedimageerror-cannot-identify-image-file,UnidentifiedImageError: cannot identify image file,,63754719.0,,,,,
"['python', 'tensorflow']","{'account_id': 1764146, 'reputation': 8428, 'user_id': 1610428, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/e6gnk.jpg?s=256&g=1', 'display_name': 'krishnab', 'link': 'https://stackoverflow.com/users/1610428/krishnab'}",True,2977,0,2,1,2,1658162831,1556228937,55858099,https://stackoverflow.com/questions/55858099/tensorflow-convert-a-tf-data-dataset-iterator-to-a-tensor,Tensorflow: convert a `tf.data.Dataset` iterator to a Tensor,1658162831.0,,,,,,
"['python', 'tensorflow', 'keras', 'deep-learning', 'generative-adversarial-network']","{'account_id': 25476350, 'reputation': 55, 'user_id': 19273521, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b98f8bb510d1055d605df32f21a12a3c?s=256&d=identicon&r=PG', 'display_name': 'ScubaNinjaDog', 'link': 'https://stackoverflow.com/users/19273521/scubaninjadog'}",False,14,1,0,0,-1,1658160019,1658160019,73025298,https://stackoverflow.com/questions/73025298/manually-coding-generative-adversarial-network-loss-function-leads-to-weights-an,Manually coding Generative Adversarial Network loss function leads to weights and losses blowing up,,,,,,,
"['python', 'function', 'tensorflow', 'machine-learning', 'keras']","{'account_id': 18028399, 'reputation': 1, 'user_id': 13103715, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/640587eb5ff0c4394414b67bf70093af?s=256&d=identicon&r=PG&f=1', 'display_name': 'TheChef', 'link': 'https://stackoverflow.com/users/13103715/thechef'}",True,32,0,0,1,0,1658152410,1658146038,73022079,https://stackoverflow.com/questions/73022079/turning-python-keras-machine-learning-model-into-repeatable-function-that-can-ta,Turning Python Keras Machine Learning model into repeatable function that can take as input multiple X and y data sets,,,,,,,
"['python', 'tensorflow', 'machine-learning', 'keras']","{'account_id': 7689115, 'reputation': 4978, 'user_id': 5825953, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://i.stack.imgur.com/PPitr.jpg?s=256&g=1', 'display_name': 'Mitiku', 'link': 'https://stackoverflow.com/users/5825953/mitiku'}",True,19412,1,5,2,4,1658152095,1517825333,48620057,https://stackoverflow.com/questions/48620057/keras-loss-weights,Keras loss weights,,50587633.0,,,,,
"['python', 'tensorflow', 'machine-learning', 'keras', 'deep-learning']","{'account_id': 20009362, 'reputation': 55, 'user_id': 14666653, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhFP2XZe8AMRs8JuQHSO9gtZl01s_EZHaPxd3EAtQ=k-s256', 'display_name': 'Parvez Sohail', 'link': 'https://stackoverflow.com/users/14666653/parvez-sohail'}",True,272,0,4,2,4,1658151969,1637897581,70119317,https://stackoverflow.com/questions/70119317/typeerror-exception-encountered-when-calling-layer-conv1d-type-conv1d,TypeError: Exception encountered when calling layer &quot;conv1d&quot; (type Conv1D),1637900168.0,,,,,,
"['python', 'tensorflow', 'machine-learning', 'keras']","{'account_id': 7519734, 'reputation': 53, 'user_id': 5712069, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/eba962004882294ac5ff64a8e92977f3?s=256&d=identicon&r=PG&f=1', 'display_name': 'zealot', 'link': 'https://stackoverflow.com/users/5712069/zealot'}",True,39,0,0,2,0,1658151213,1656616083,72820896,https://stackoverflow.com/questions/72820896/how-to-create-tensorflow-dataset-from-runtime-generated-images,How to create tensorflow dataset from runtime generated images?,,73023189.0,,,,,
"['python', 'tensorflow', 'valueerror', 'mobilenet', 'efficientnet']","{'account_id': 25798686, 'reputation': 1, 'user_id': 19541475, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e11e1d7b0fd32e7ce5f569b4aa80e6ac?s=256&d=identicon&r=PG', 'display_name': 'Bet', 'link': 'https://stackoverflow.com/users/19541475/bet'}",False,39,0,0,2,0,1658150971,1657713585,72965928,https://stackoverflow.com/questions/72965928/valueerror-shapes-none-none-and-none-none-none-3-are-incompatible,"ValueError: Shapes (None, None) and (None, None, None, 3) are incompatible",1658150377.0,,,,,,
"['python', 'tensorflow', 'keras', 'conv-neural-network']","{'account_id': 167610, 'reputation': 867, 'user_id': 572575, 'user_type': 'registered', 'accept_rate': 29, 'profile_image': 'https://www.gravatar.com/avatar/06bfec6ff70dc35e0afd82609c4cf589?s=256&d=identicon&r=PG', 'display_name': 'user572575', 'link': 'https://stackoverflow.com/users/572575/user572575'}",True,49,0,2,1,2,1658147637,1658125493,73018062,https://stackoverflow.com/questions/73018062/conv1d-for-classify-non-image-dataset-show-error-valueerror-logits-and-labe,Conv1D for classify non-image dataset show error ValueError : `logits` and `labels` must have the same shape,1658128238.0,73018155.0,,,,,
"['python', 'tensorflow', 'gpu', 'face-detection', 'mediapipe']","{'account_id': 20340171, 'reputation': 9, 'user_id': 15320062, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dd248e75a1edc7698c4ffcb8cdf88d24?s=256&d=identicon&r=PG&f=1', 'display_name': 'Aishwarya', 'link': 'https://stackoverflow.com/users/15320062/aishwarya'}",False,9,0,0,0,0,1658147585,1658147585,73022365,https://stackoverflow.com/questions/73022365/lib-x86-64-linux-gnu-libm-so-6-error-adding-symbols-dso-missing-from-command-l,lib/x86_64-linux-gnu/libm.so.6: error adding symbols: DSO missing from command line,,,,,,,
"['django', 'pythonanywhere']","{'account_id': 13838921, 'reputation': 1803, 'user_id': 9989779, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/232246634231252/picture?type=large', 'display_name': 'Maddie Graham', 'link': 'https://stackoverflow.com/users/9989779/maddie-graham'}",True,4464,0,4,3,4,1658145712,1554976866,55629795,https://stackoverflow.com/questions/55629795/keyerror-collectstatic-when-deploying-the-django-application-to-pythonanywher,KeyError: &#39;collectstatic&#39; When deploying the Django application to pythonanywhere,1554979620.0,,,,,,
"['python', 'python-3.x', 'tensorflow', 'keras', 'deep-learning']","{'account_id': 19784658, 'reputation': 1, 'user_id': 14488896, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b88aeafdf2a888e54c38e6eef0dde364?s=256&d=identicon&r=PG&f=1', 'display_name': 'Alpha', 'link': 'https://stackoverflow.com/users/14488896/alpha'}",False,23,1,0,0,-1,1658145515,1658144793,73021834,https://stackoverflow.com/questions/73021834/warningtensorflowautograph-could-not-transform-function-loss-at-0x00000206ceb,WARNING:tensorflow:AutoGraph could not transform &lt;function loss at 0x00000206CEB89160&gt; and will run it as-is,1658145515.0,,,,,,
"['python', 'tensorflow', 'keras']","{'account_id': 22161358, 'reputation': 87, 'user_id': 16408315, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Ggs2FSB0Uccz8Jlbh4IVgLZcwKyVlZQ453MT-GdbQ=k-s256', 'display_name': 'Sujeet maurya', 'link': 'https://stackoverflow.com/users/16408315/sujeet-maurya'}",True,15161,0,7,2,7,1658145239,1638758909,70240387,https://stackoverflow.com/questions/70240387/attributeerror-module-keras-utils-has-no-attribute-to-categorical,AttributeError: module &#39;keras.utils&#39; has no attribute &#39;to_categorical&#39;,,,,,,,
"['python', 'tensorflow', 'jupyter-notebook']","{'account_id': 18544402, 'reputation': 25, 'user_id': 13512140, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ae32170a8e2c48f1d9e79751c1dd50d3?s=256&d=identicon&r=PG&f=1', 'display_name': 'AidenFive', 'link': 'https://stackoverflow.com/users/13512140/aidenfive'}",False,23,0,0,0,0,1658144151,1658144151,73021703,https://stackoverflow.com/questions/73021703/jupyter-notebook-doesnt-detect-python-3-7,Jupyter Notebook doesn&#39;t detect Python 3.7,,,,,,,
"['python', 'tensorflow', 'jupyter-notebook', 'object-detection', 'object-detection-api']","{'account_id': 25555731, 'reputation': 1, 'user_id': 19339325, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/60904e5520e8cec1124f7ab4784ed68b?s=256&d=identicon&r=PG', 'display_name': 'user19339325', 'link': 'https://stackoverflow.com/users/19339325/user19339325'}",False,20,0,0,0,0,1658141017,1658141017,73021056,https://stackoverflow.com/questions/73021056/how-to-add-audio-feedback-and-take-pictures,How to add audio feedback and take pictures?,,,,,,,
"['python', 'opencv', 'tensorflow', 'object-detection-api', 'tensorflow-model-garden']","{'account_id': 5354234, 'reputation': 2267, 'user_id': 4267439, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/5c28773944047f7cb533b3707cac4e0e?s=256&d=identicon&r=PG&f=1', 'display_name': 'rok', 'link': 'https://stackoverflow.com/users/4267439/rok'}",False,695,0,4,1,4,1658140088,1589382846,61778254,https://stackoverflow.com/questions/61778254/normalize-input-for-tensorflow-object-detection-api,Normalize input for Tensorflow object detection API,,,,,,,
"['python', 'tensorflow', 'object-detection', 'object-detection-api']","{'account_id': 2411575, 'reputation': 548, 'user_id': 2106522, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9645af1a77bbb3a244415472b00a84a2?s=256&d=identicon&r=PG', 'display_name': 'sabreshack', 'link': 'https://stackoverflow.com/users/2106522/sabreshack'}",False,388,0,2,2,2,1658139533,1532476376,51509083,https://stackoverflow.com/questions/51509083/need-to-normalizeimage-if-using-tensorflows-objectdetection-api,Need to NormalizeImage if using Tensorflow&#39;s ObjectDetection API?,,,,,,,
"['python', 'tensorflow', 'machine-learning', 'lstm']","{'account_id': 24426287, 'reputation': 9, 'user_id': 18351844, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxT-KHvmqJAHKyWIlMUVhQ4AfwuaX5qtkpvzlx2=k-s256', 'display_name': 'Ben Yan', 'link': 'https://stackoverflow.com/users/18351844/ben-yan'}",True,32,2,1,1,-1,1658138767,1658137397,73020239,https://stackoverflow.com/questions/73020239/how-to-add-additional-information-into-lstm-to-predict-future-value,How to add additional information into LSTM to predict future value?,,,,,,,
"['python', 'tensorflow', 'deep-learning', 'densenet']","{'account_id': 25829928, 'reputation': 1, 'user_id': 19567330, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AItbvmmx-cwIRd9xtiYIXcFMxEwqKDW0zkxnFLUrrUWH=k-s256', 'display_name': 'Dhaval Patel', 'link': 'https://stackoverflow.com/users/19567330/dhaval-patel'}",False,27,1,0,0,-1,1658138629,1658079172,73013954,https://stackoverflow.com/questions/73013954/densenet-designing,Densenet Designing,1658138629.0,,,,,,
