,tags,owner,is_answered,view_count,down_vote_count,up_vote_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,link,title,closed_date,accepted_answer_id,closed_reason,bounty_amount,bounty_closes_date,content_license,cluster
43,"['python', 'tensorflow', 'keras']","{'account_id': 16690601, 'reputation': 131, 'user_id': 16748295, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4a44e579fb2021e361d9ff9110c96092?s=256&d=identicon&r=PG&f=1', 'display_name': 'Philipp123', 'link': 'https://stackoverflow.com/users/16748295/philipp123'}",False,27,0,1,0,1,1657052727,1657013833,1657052727.0,72867170,https://stackoverflow.com/questions/72867170/keras-tensorflow-find-out-which-initializer-was-used-for-a-model-variable,Keras/Tensorflow: Find out which initializer was used for a model variable,1656951117.7,67432215.35714285,,50.0,1657661021.0,,0
44,"['python', 'tensorflow', 'mnist', 'nao-robot', 'naos-project']","{'account_id': 21491389, 'reputation': 1, 'user_id': 15837063, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwfDxvakJR96tKRa-dtxabHzEHobYxwwJzkM6Hd=k-s256', 'display_name': 'nada nada', 'link': 'https://stackoverflow.com/users/15837063/nada-nada'}",False,9,0,0,0,0,1657052391,1657052391,1642626692.1769912,72875116,https://stackoverflow.com/questions/72875116/how-to-make-the-nao-robot-be-quiet-after-having-said-the-prediction-for-each-fra,How to make the Nao robot be quiet after having said the prediction for each frame,1656951117.7,67432215.35714285,,50.0,1657661021.0,,0
45,"['python', 'tensorflow', 'conv-neural-network', 'shapes']","{'account_id': 22183833, 'reputation': 51, 'user_id': 16427116, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJx8b0xvfwPWF_WwES8MOZNMQSx3I0pYjGl31lbY=k-s256', 'display_name': 'Serena Taylor', 'link': 'https://stackoverflow.com/users/16427116/serena-taylor'}",False,26,0,0,1,0,1657052051,1656787257,1642626692.1769912,72841597,https://stackoverflow.com/questions/72841597/valueerror-incompatible-with-the-layer-expected-axis-1-of-input-shape-to-h,"ValueError: ...incompatible with the layer: expected axis -1 of input shape to have value 20 but received input with shape (None, 20, 637)",1656951117.7,67432215.35714285,,50.0,1657661021.0,,0
46,"['python', 'tensorflow', 'machine-learning', 'tensorflow-federated']","{'account_id': 16306454, 'reputation': 23, 'user_id': 11776320, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5571e9e9ee2a46ba5b3029d70c59b5e0?s=256&d=identicon&r=PG&f=1', 'display_name': 'ana', 'link': 'https://stackoverflow.com/users/11776320/ana'}",False,19,0,0,0,0,1657046611,1657046217,1657046611.0,72874108,https://stackoverflow.com/questions/72874108/how-to-define-create-tf-dataset-from-all-clients-function,how to define create_tf_dataset_from_all_clients() function,1656951117.7,67432215.35714285,,50.0,1657661021.0,,0
47,"['python', 'conda', 'conda-build']","{'account_id': 8267366, 'reputation': 1, 'user_id': 6216390, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/706abd5d35a940c77f8f540c9bde74ab?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jianfeng Sun', 'link': 'https://stackoverflow.com/users/6216390/jianfeng-sun'}",False,19,0,0,0,0,1657039555,1656853761,1657039555.0,72846766,https://stackoverflow.com/questions/72846766/how-conda-build-avoids-checking-incompatibility,how conda-build avoids checking incompatibility,1656951117.7,67432215.35714285,,50.0,1657661021.0,,0
49,"['python', 'tensorflow', 'keras', 'bigdata', 'large-data']","{'account_id': 23226737, 'reputation': 1, 'user_id': 17318169, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxg-P-zn0luznQt18dmVmhiP35kI18Dfg65Kf2O=k-s256', 'display_name': 'Haris Cavkic', 'link': 'https://stackoverflow.com/users/17318169/haris-cavkic'}",False,11,0,0,0,0,1657038983,1657038923,1657038983.0,72872827,https://stackoverflow.com/questions/72872827/progressive-loading-and-pre-processing-large-dataset-with-cpu-while-the-gpu-does,Progressive Loading and pre-processing large dataset with CPU while the GPU does the training at the same time,1656951117.7,67432215.35714285,,50.0,1657661021.0,,0
50,"['python', 'tensorflow', 'precision', 'precision-recall', 'distributed-training']","{'account_id': 8138267, 'reputation': 567, 'user_id': 6244166, 'user_type': 'registered', 'accept_rate': 20, 'profile_image': 'https://www.gravatar.com/avatar/fea7c72303b64f4996df814b5451e0bf?s=256&d=identicon&r=PG', 'display_name': 'learner', 'link': 'https://stackoverflow.com/users/6244166/learner'}",False,18,0,0,0,0,1657038904,1657038904,1642626692.1769912,72872822,https://stackoverflow.com/questions/72872822/precision-recall-values-are-0zero-on-test-data-during-custom-tf-distributed-t,"Precision, recall values are 0(Zero) on test data during custom tf distributed training",1656951117.7,67432215.35714285,,50.0,1657661021.0,,0
51,"['python', 'tensorflow', 'image-resizing']","{'account_id': 17172819, 'reputation': 87, 'user_id': 12429601, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/67a7c3d866be6c53ad3fb226287df9dd?s=256&d=identicon&r=PG', 'display_name': 'Ayness', 'link': 'https://stackoverflow.com/users/12429601/ayness'}",False,1826,0,0,1,0,1657038343,1585074886,1623617591.0,60837231,https://stackoverflow.com/questions/60837231/function-resize-image-215assertion-failed-ssize-empty-in-function-resiz,Function Resize image: (-215:Assertion failed) !ssize.empty() in function &#39;resize&#39;,1656951117.7,67432215.35714285,,50.0,1657661021.0,,0
52,"['pytorch', 'torch', 'pytorch-geometric']","{'account_id': 16565323, 'reputation': 805, 'user_id': 11970084, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a1ce92fcfe3b097ad06894a6ee8bddf3?s=256&d=identicon&r=PG&f=1', 'display_name': 'eng2019', 'link': 'https://stackoverflow.com/users/11970084/eng2019'}",False,4,0,0,0,0,1657034837,1657034837,1642626692.1769912,72871964,https://stackoverflow.com/questions/72871964/cuda-error-not-initialized-when-setting-num-workers-0-in-torch-dataloader-ru,​ CUDA_ERROR_NOT_INITIALIZED when setting num_workers &gt; 0 in torch DataLoader running with CUDA,1656951117.7,67432215.35714285,,50.0,1657661021.0,,0
53,"['tensorflow', 'keras', 'lstm', 'seq2seq', 'bilstm']","{'account_id': 11376210, 'reputation': 13, 'user_id': 8340447, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1526790267342873/picture?type=large', 'display_name': 'IronMan', 'link': 'https://stackoverflow.com/users/8340447/ironman'}",False,59,0,0,1,0,1657033030,1653170207,1642626692.1769912,72333486,https://stackoverflow.com/questions/72333486/how-to-add-keras-attention-layer-in-seq2seq-encoder-decoder-model,How to add keras attention layer in seq2seq encoder decoder model?,1656951117.7,67432215.35714285,,50.0,1657661021.0,,0
54,"['python', 'tensorflow', 'keras', 'deep-learning']","{'account_id': 15202713, 'reputation': 3716, 'user_id': 10970202, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4fa7071ecb8f3b81bb2245d9fe6789ad?s=256&d=identicon&r=PG&f=1', 'display_name': 'haneulkim', 'link': 'https://stackoverflow.com/users/10970202/haneulkim'}",False,18,0,0,0,0,1657031287,1657031287,1642626692.1769912,72871127,https://stackoverflow.com/questions/72871127/updating-metric-inside-tf-function-decorator-outputs-wrong-accuracy-metric,updating metric inside tf.function decorator outputs wrong accuracy metric,1656951117.7,67432215.35714285,,50.0,1657661021.0,,0
55,"['gcc', 'command-line']","{'account_id': 21474469, 'reputation': 21, 'user_id': 15822972, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/11c0043ea6fca108648a83b66e5617e5?s=256&d=identicon&r=PG&f=1', 'display_name': 'R&#233;mi M', 'link': 'https://stackoverflow.com/users/15822972/r%c3%a9mi-m'}",False,14,0,0,0,0,1657027786,1657027786,1642626692.1769912,72870306,https://stackoverflow.com/questions/72870306/gcc-error-unrecognized-command-line-option,gcc: error: unrecognized command-line option ‘-|’,1656951117.7,67432215.35714285,,50.0,1657661021.0,,0
56,"['python', 'arrays', 'numpy', 'tensorflow', 'keras']","{'account_id': 19153634, 'reputation': 150, 'user_id': 13990977, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-KMWE1pQpM4M/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmqJyyXkuiFitQjJJJqhFq3xhNn_w/photo.jpg?sz=256', 'display_name': 'Luca Tatas', 'link': 'https://stackoverflow.com/users/13990977/luca-tatas'}",True,94,0,5,1,5,1657027304,1656687196,1656950673.0,72831076,https://stackoverflow.com/questions/72831076/how-can-i-use-a-sequence-of-numbers-to-predict-a-single-number-in-tensorflow,How can I use a sequence of numbers to predict a single number in Tensorflow?,1656951117.7,72869570.0,,50.0,1657661021.0,,0
57,"['python-3.x', 'environment', 'apple-m1', 'anaconda3', 'mamba']","{'account_id': 21429766, 'reputation': 35, 'user_id': 15786435, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1296108c869220d9d9030d91e539ff19?s=256&d=identicon&r=PG&f=1', 'display_name': 'user15786435', 'link': 'https://stackoverflow.com/users/15786435/user15786435'}",False,12,0,0,0,0,1657026724,1657026724,1642626692.1769912,72870046,https://stackoverflow.com/questions/72870046/creating-new-environment-on-anaconda3,Creating new environment on Anaconda3,1656951117.7,67432215.35714285,,50.0,1657661021.0,,0
58,"['python', 'tensorflow']","{'account_id': 3335707, 'reputation': 3226, 'user_id': 2803344, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/76214150c1d5f73dc3b4579a0ddccca8?s=256&d=identicon&r=PG&f=1', 'display_name': 'Belter', 'link': 'https://stackoverflow.com/users/2803344/belter'}",True,33,0,0,2,0,1657026546,1657021932,1657026546.0,72868963,https://stackoverflow.com/questions/72868963/how-to-create-a-tensor-from-another-tensor-like-tf-constant-and-number,How to create a tensor from another tensor like tf.constant and number?,1656951117.7,72870006.0,,50.0,1657661021.0,,0
59,"['python', 'keras', 'deep-learning', 'tensorflow2']","{'account_id': 17487869, 'reputation': 61, 'user_id': 12680551, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-JxUzxoz0ySc/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rd0VM-tevKGkSYO-H1drW6ZuTK78g/photo.jpg?sz=256', 'display_name': 'Boluoyu', 'link': 'https://stackoverflow.com/users/12680551/boluoyu'}",False,292,0,2,1,2,1657024664,1596446818,1642626692.1769912,63226867,https://stackoverflow.com/questions/63226867/valueerror-graph-disconnected-cannot-obtain-value-for-tensor-tensor-the-follow,ValueError: Graph disconnected: cannot obtain value for tensor Tensor…The following previous layers were accessed without issue:,1656951117.7,67432215.35714285,,50.0,1657661021.0,,0
60,"['python', 'tensorflow', 'keras', 'deep-learning']","{'account_id': 15202713, 'reputation': 3716, 'user_id': 10970202, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4fa7071ecb8f3b81bb2245d9fe6789ad?s=256&d=identicon&r=PG&f=1', 'display_name': 'haneulkim', 'link': 'https://stackoverflow.com/users/10970202/haneulkim'}",False,14,0,0,0,0,1657024538,1657024538,1642626692.1769912,72869547,https://stackoverflow.com/questions/72869547/from-logits-in-sparsecategoricalcrossentropy-loss-function-not-working-as-expect,from_logits in SparseCategoricalCrossEntropy loss function not working as expected,1656951117.7,67432215.35714285,,50.0,1657661021.0,,0
61,"['python', 'tensorflow', 'keras']","{'account_id': 13457117, 'reputation': 669, 'user_id': 9710391, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=256', 'display_name': 'gab', 'link': 'https://stackoverflow.com/users/9710391/gab'}",False,351,0,0,0,0,1657024463,1649234297,1657024463.0,71763551,https://stackoverflow.com/questions/71763551/value-in-checkpoint-could-not-be-found-in-the-restored-object,Value in checkpoint could not be found in the restored object,1656951117.7,67432215.35714285,,50.0,1657661021.0,,0
62,"['python-3.x', 'tensorflow', 'keras']","{'account_id': 12382962, 'reputation': 265, 'user_id': 13440165, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/2v6sX.jpg?s=256&g=1', 'display_name': 'Triceratops', 'link': 'https://stackoverflow.com/users/13440165/triceratops'}",False,30,0,1,0,1,1657024146,1657020240,1657024146.0,72868610,https://stackoverflow.com/questions/72868610/training-a-model-with-arcface-layer-according-to-code-by-4uiiurz1-compatible-wit,Training a model with ArcFace layer according to code by 4uiiurz1 compatible with TensorFlow Keras,1656951117.7,67432215.35714285,,50.0,1657661021.0,,0
63,"['python', 'tensorflow', 'tensorflow-datasets']","{'account_id': 16872618, 'reputation': 462, 'user_id': 12200808, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ea387c1a1efd7e342272d15771134e3a?s=256&d=identicon&r=PG&f=1', 'display_name': 'stackbiz', 'link': 'https://stackoverflow.com/users/12200808/stackbiz'}",True,25,0,1,1,1,1657022435,1657022013,1657022435.0,72868981,https://stackoverflow.com/questions/72868981/how-to-fetch-elements-between-x-and-y-from-tf-data-tfrecorddataset-in-tensorflow,How to fetch elements between x and y from tf.data.TFRecordDataset in Tensorflow,1656951117.7,72869089.0,,50.0,1657661021.0,,0
64,"['python', 'tensorflow', 'machine-learning', 'keras', 'deep-learning']","{'account_id': 25336601, 'reputation': 9, 'user_id': 19155645, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5a3f41ba9e1f22f987bd42cbf00d2163?s=256&d=identicon&r=PG', 'display_name': 'ArieAI', 'link': 'https://stackoverflow.com/users/19155645/arieai'}",False,29,0,0,1,0,1657020085,1656943218,1657020085.0,72857973,https://stackoverflow.com/questions/72857973/valueerror-dimensions-must-be-equal-rnn-keras,ValueError: Dimensions must be equal RNN - Keras,1656951117.7,67432215.35714285,,50.0,1657661021.0,,0
65,"['python', 'tensorflow', 'machine-learning', 'data-analysis']","{'account_id': 20451138, 'reputation': 55, 'user_id': 15005884, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/UZuXG.jpg?s=256&g=1', 'display_name': 'leonefamily', 'link': 'https://stackoverflow.com/users/15005884/leonefamily'}",False,29,3,0,0,-3,1657019899,1656986284,1657019899.0,72863309,https://stackoverflow.com/questions/72863309/machine-learning-model-where-every-new-value-depends-on-previously-predicted-va,"Machine learning model, where every new value depends on previously predicted values",1657002078.0,67432215.35714285,Needs more focus,50.0,1657661021.0,,0
66,"['python', 'tensorflow', 'keras', 'tensorflow2.0']","{'account_id': 18547863, 'reputation': 185, 'user_id': 13514723, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-24I-afktdgY/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnx0Luk7dsANkNaBmTh9YE2BVEIGQ/photo.jpg?sz=256', 'display_name': 'ssw101', 'link': 'https://stackoverflow.com/users/13514723/ssw101'}",True,6698,0,4,2,4,1657019233,1602125874,1602146410.0,64255154,https://stackoverflow.com/questions/64255154/change-tf-contrib-layers-xavier-initializer-to-2-0-0,change tf.contrib.layers.xavier_initializer() to 2.0.0,1656951117.7,64258851.0,,50.0,1657661021.0,,0
67,"['python', 'tensorflow', 'keras', 'deep-learning', 'object-detection']","{'account_id': 15299353, 'reputation': 11, 'user_id': 18090129, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxLRrXvJm4EFJ5yfLnJ-vKTSznKgtU8ocbKfmH4=k-s256', 'display_name': 'Durinko', 'link': 'https://stackoverflow.com/users/18090129/durinko'}",False,37,0,1,0,1,1657018451,1657018377,1657018451.0,72868203,https://stackoverflow.com/questions/72868203/why-is-my-car-detection-on-satellite-images-so-bad,Why is my car detection on satellite images so bad,1656951117.7,67432215.35714285,,50.0,1657661021.0,,0
68,"['python', 'tensorflow', 'machine-learning', 'tensorflow-federated', 'federated-learning']","{'account_id': 6197491, 'reputation': 1067, 'user_id': 4828378, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/a85fde22572425d0e557b0a12ad0e790?s=256&d=identicon&r=PG&f=1', 'display_name': 'manuel', 'link': 'https://stackoverflow.com/users/4828378/manuel'}",False,18,0,0,1,0,1657014716,1656601595,1642626692.1769912,72818097,https://stackoverflow.com/questions/72818097/tensorflow-federated-learning-on-resnet-failse,Tensorflow Federated Learning on ResNet failse,1656951117.7,67432215.35714285,,50.0,1657661021.0,,0
69,"['python', 'tensorflow', 'machine-learning']","{'account_id': 2174492, 'reputation': 791, 'user_id': 1925532, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://i.stack.imgur.com/kflly.jpg?s=256&g=1', 'display_name': 'Sachin Kumar', 'link': 'https://stackoverflow.com/users/1925532/sachin-kumar'}",True,1400,1,0,1,-1,1657014573,1590904483,1642626692.1769912,62112161,https://stackoverflow.com/questions/62112161/tensorflow-epochs-are-too-slow,Tensorflow epochs are too slow,1656951117.7,67432215.35714285,,50.0,1657661021.0,,0
70,"['python', 'tensorflow', 'keras', 'semantic-segmentation', 'unity3d-unet']","{'account_id': 6197491, 'reputation': 1067, 'user_id': 4828378, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/a85fde22572425d0e557b0a12ad0e790?s=256&d=identicon&r=PG&f=1', 'display_name': 'manuel', 'link': 'https://stackoverflow.com/users/4828378/manuel'}",False,151,0,2,1,2,1657014550,1623240429,1642626692.1769912,67903850,https://stackoverflow.com/questions/67903850/tensorflow-keras-u-net-segmentation-training-fails,Tensorflow (Keras) U-Net Segmentation training fails,1656951117.7,67432215.35714285,,50.0,1657661021.0,,0
71,"['python', 'tensorflow', 'keras']","{'account_id': 4590105, 'reputation': 395, 'user_id': 4470128, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d2c6b3f8a151398253ec74bc93b409ad?s=256&d=identicon&r=PG&f=1', 'display_name': 'Hirek', 'link': 'https://stackoverflow.com/users/4470128/hirek'}",False,24,0,0,0,0,1657010563,1656932238,1657010563.0,72855646,https://stackoverflow.com/questions/72855646/how-to-save-a-keras-subclassed-model,How to save a Keras subclassed model?,1656951117.7,67432215.35714285,,50.0,1657661021.0,,0
72,"['python', 'tensorflow', 'anaconda', 'cuda', 'cudnn']","{'account_id': 25729252, 'reputation': 1, 'user_id': 19485067, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AItbvmm1sNJP2a8MncymleLR01vcN9n_FD9HvxGef1Sm=k-s256', 'display_name': 'Ayush Gupta', 'link': 'https://stackoverflow.com/users/19485067/ayush-gupta'}",False,22,1,0,0,-1,1657007755,1657007755,1642626692.1769912,72865872,https://stackoverflow.com/questions/72865872/how-to-install-cudnn-5-1-for-cuda-8-0-from-anaconda-prompt,How to install cudnn = 5.1 for cuda 8.0 from anaconda prompt,1657039807.0,67432215.35714285,Not suitable for this site,50.0,1657661021.0,,0
73,"['python', 'tensorflow', 'keras', 'time-series', 'tensorflow-datasets']","{'account_id': 12298896, 'reputation': 12526, 'user_id': 8973620, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/7qt6R.jpg?s=256&g=1', 'display_name': 'Mykola Zotko', 'link': 'https://stackoverflow.com/users/8973620/mykola-zotko'}",True,46,0,2,1,2,1657003677,1656922681,1657003677.0,72853660,https://stackoverflow.com/questions/72853660/feeding-2d-tensor-into-rrn-lstm-layer,Feeding 2D tensor into RRN/LSTM layer,1656951117.7,72853675.0,,50.0,1657661021.0,,0
74,"['python', 'tensorflow', 'tensor']","{'account_id': 16872618, 'reputation': 462, 'user_id': 12200808, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ea387c1a1efd7e342272d15771134e3a?s=256&d=identicon&r=PG&f=1', 'display_name': 'stackbiz', 'link': 'https://stackoverflow.com/users/12200808/stackbiz'}",True,41,0,2,1,2,1657002461,1656939506,1657002461.0,72857161,https://stackoverflow.com/questions/72857161/how-to-reshape-and-padding-zeros-in-tf-tensor,How to reshape and padding zeros in tf.Tensor,1656951117.7,72857380.0,,50.0,1657661021.0,,0
75,"['python', 'tensorflow']","{'account_id': 22696184, 'reputation': 35, 'user_id': 16864284, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhFu95_7aSv2-1OxIK1FKxFODhxzwa03N6WHK0K=k-s256', 'display_name': 'Assorted', 'link': 'https://stackoverflow.com/users/16864284/assorted'}",False,12,0,0,0,0,1657002093,1656979777,1657002093.0,72862910,https://stackoverflow.com/questions/72862910/tf-graph-has-no-attribute-graph-in-mac-m1,Tf.graph has no attribute &#39;graph&#39; in mac m1,1656951117.7,67432215.35714285,,50.0,1657661021.0,,0
76,"['python', 'tensorflow', 'artificial-intelligence', 'teachable-machine']","{'account_id': 25259081, 'reputation': 3, 'user_id': 19090230, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gi74TLz6D3Af8WadNFLThd2OrU0hMGx9pRQy1l8ZQ=k-s256', 'display_name': 'TvishaCat', 'link': 'https://stackoverflow.com/users/19090230/tvishacat'}",False,15,0,0,0,0,1657000005,1657000005,1642626692.1769912,72864502,https://stackoverflow.com/questions/72864502/error-importing-tensorflow-to-use-teachable-machine,Error importing tensorflow to use teachable machine,1656951117.7,67432215.35714285,,50.0,1657661021.0,,0
77,"['python', 'docker', 'tensorflow', 'tensorflow-serving', 'serving']","{'account_id': 23868408, 'reputation': 1, 'user_id': 18274701, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiPTPPzBCaqAObrSRqArUvGGhzJuolXVq-BsGEm=k-s256', 'display_name': 'Dat Le', 'link': 'https://stackoverflow.com/users/18274701/dat-le'}",False,41,0,0,1,0,1656997428,1656987859,1656988483.0,72863426,https://stackoverflow.com/questions/72863426/output-of-model-after-serving-different-with-keras-model-output,Output of model after serving different with keras model output,1656951117.7,67432215.35714285,,50.0,1657661021.0,,0
78,"['python', 'tensorflow', 'keras', 'affinetransform']","{'account_id': 25726753, 'reputation': 13, 'user_id': 19482986, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzxGmzJo6JauKqahlYw1VOLzQsLAbc1n1wFHJQ0=k-s256', 'display_name': 'Vin&#237;cius Porto', 'link': 'https://stackoverflow.com/users/19482986/vin%c3%adcius-porto'}",True,23,0,1,1,1,1656997313,1656977318,1656977448.0,72862767,https://stackoverflow.com/questions/72862767/how-can-i-put-keras-apply-affine-transform-to-work-theta,how can i put (keras/apply_affine_transform) to work ? (theta),1656951117.7,72864204.0,,50.0,1657661021.0,,0
79,"['python', 'numpy', 'tensorflow', 'eigenvalue']","{'account_id': 10945900, 'reputation': 287, 'user_id': 9990604, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/VIZGu.jpg?s=256&g=1', 'display_name': 'linkho', 'link': 'https://stackoverflow.com/users/9990604/linkho'}",True,33,1,1,2,0,1656996599,1656970728,1642626692.1769912,72862239,https://stackoverflow.com/questions/72862239/calculating-eigenvalue-of-an-image,calculating eigenvalue of an image,1656951117.7,67432215.35714285,,50.0,1657661021.0,,0
80,"['python', 'tensorflow', 'keras', 'deep-learning', 'tensorflow2.0']","{'account_id': 4559611, 'reputation': 154, 'user_id': 3780142, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bd4e6fe819fda76541c85758b9938785?s=256&d=identicon&r=PG&f=1', 'display_name': 'Murali', 'link': 'https://stackoverflow.com/users/3780142/murali'}",False,24,0,0,0,0,1656990348,1656990348,1642626692.1769912,72863604,https://stackoverflow.com/questions/72863604/layer-normalization-training-vs-evaluation-mode-in-tensorflow-keras,Layer Normalization Training vs Evaluation mode in TensorFlow/Keras,1656951117.7,67432215.35714285,,50.0,1657661021.0,,0
81,"['python', 'tensorflow', 'jupyter-notebook']","{'account_id': 22405594, 'reputation': 1, 'user_id': 19483465, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1f35167ac2ec2bcd198d6f8ba98173c2?s=256&d=identicon&r=PG&f=1', 'display_name': 'user331879', 'link': 'https://stackoverflow.com/users/19483465/user331879'}",False,24,0,0,0,0,1656988840,1656987953,1656988840.0,72863431,https://stackoverflow.com/questions/72863431/installed-version-of-tensorflow-different-from-what-i-see-on-jupyter,Installed Version of Tensorflow different from what I see on Jupyter,1656951117.7,67432215.35714285,,50.0,1657661021.0,,0
82,"['python', 'tensorflow', 'jupyter-notebook', 'object-detection', 'checkpoint']","{'account_id': 24052009, 'reputation': 1, 'user_id': 18030375, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/3162252517330006/picture?type=large', 'display_name': 'Abrar El Aoua', 'link': 'https://stackoverflow.com/users/18030375/abrar-el-aoua'}",False,21,0,0,1,0,1656988248,1656986923,1656987603.0,72863343,https://stackoverflow.com/questions/72863343/valueerror-ssd-mobilenet-v2-fpn-keras-is-not-supported-for-tf-version-1-see-m,ValueError: ssd_mobilenet_v2_fpn_keras is not supported for tf version 1. See `model_builder.py`,1656951117.7,67432215.35714285,,50.0,1657661021.0,,0
83,"['python', 'tensorflow', 'object-detection', 'object-detection-api', 'transfer-learning']","{'account_id': 21298307, 'reputation': 23, 'user_id': 15674487, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-c7dx44FgcCg/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnpq6H2fJ0yGq8ISl-q6XgbpyFqGw/s96-c/photo.jpg?sz=256', 'display_name': 'Leo Wong', 'link': 'https://stackoverflow.com/users/15674487/leo-wong'}",False,9,0,0,0,0,1656985121,1656985121,1642626692.1769912,72863226,https://stackoverflow.com/questions/72863226/no-bounding-box-or-weird-box-showing-in-object-detection-api,no bounding box or weird box showing in object detection API,1656951117.7,67432215.35714285,,50.0,1657661021.0,,0
84,"['python', 'tensorflow', 'keras', 'deep-learning']","{'account_id': 15202713, 'reputation': 3716, 'user_id': 10970202, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4fa7071ecb8f3b81bb2245d9fe6789ad?s=256&d=identicon&r=PG&f=1', 'display_name': 'haneulkim', 'link': 'https://stackoverflow.com/users/10970202/haneulkim'}",False,13,0,0,0,0,1656980265,1656980265,1642626692.1769912,72862936,https://stackoverflow.com/questions/72862936/update-state-of-sparse-categorical-accuracy-not-working-as-expected-in-custrom-t,update_state of sparse_categorical_accuracy not working as expected in custrom training loop tensorflow,1656951117.7,67432215.35714285,,50.0,1657661021.0,,0
85,"['python', 'tensorflow', 'pip']","{'account_id': 5433981, 'reputation': 2386, 'user_id': 5099964, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/64bada332b30d6567c1ea42f08f6bcbd?s=256&d=identicon&r=PG&f=1', 'display_name': 'penta', 'link': 'https://stackoverflow.com/users/5099964/penta'}",False,7524,0,0,3,0,1656979580,1491766159,1495539994.0,43310962,https://stackoverflow.com/questions/43310962/tensorflow-installation-problems-in-windows,Tensorflow installation problems in Windows,1656951117.7,67432215.35714285,,50.0,1657661021.0,,0
86,"['python', 'tensorflow', 'keras']","{'account_id': 11661229, 'reputation': 77, 'user_id': 9043769, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2101492076543039/picture?type=large', 'display_name': 'Anshuman Sinha', 'link': 'https://stackoverflow.com/users/9043769/anshuman-sinha'}",False,16,0,0,0,0,1656969139,1656969139,1642626692.1769912,72862062,https://stackoverflow.com/questions/72862062/understanding-keras-subclass-method-in-tensorflows-deep-learning-pipeline,Understanding Keras subclass method in Tensorflow&#39;s deep learning pipeline,1656951117.7,67432215.35714285,,50.0,1657661021.0,,0
